season,gameid,gamedate,hometeamcity,hometeamname,awayteamcity,awayteamname,status_text,played
2025-2026,0022500510,2026-01-06,Indiana,Pacers,Cleveland,Cavaliers,7:00 pm ET,False
2025-2026,0022500511,2026-01-06,Washington,Wizards,Orlando,Magic,7:00 pm ET,False
2025-2026,0022500512,2026-01-06,Memphis,Grizzlies,San Antonio,Spurs,8:00 pm ET,False
2025-2026,0022500516,2026-01-07,Charlotte,Hornets,Toronto,Raptors,7:00 pm ET,False
2025-2026,0022500517,2026-01-07,Detroit,Pistons,Chicago,Bulls,7:00 pm ET,False
2025-2026,0022500518,2026-01-07,Philadelphia,76ers,Washington,Wizards,7:00 pm ET,False
2025-2026,0022500519,2026-01-07,Atlanta,Hawks,New Orleans,Pelicans,7:30 pm ET,False
2025-2026,0022500520,2026-01-07,Boston,Celtics,Denver,Nuggets,7:30 pm ET,False
2025-2026,0022500521,2026-01-07,Brooklyn,Nets,Orlando,Magic,7:30 pm ET,False
2025-2026,0022500522,2026-01-07,New York,Knicks,LA,Clippers,7:30 pm ET,False
2025-2026,0022500523,2026-01-07,San Antonio,Spurs,Los Angeles,Lakers,7:30 pm ET,False
2025-2026,0022500524,2026-01-07,Memphis,Grizzlies,Phoenix,Suns,8:00 pm ET,False
2025-2026,0022500525,2026-01-07,Oklahoma City,Thunder,Utah,Jazz,8:00 pm ET,False
2025-2026,0022500526,2026-01-07,San Francisco,Warriors,Milwaukee,Bucks,10:00 pm ET,False
2025-2026,0022500527,2026-01-07,Portland,Trail Blazers,Houston,Rockets,10:00 pm ET,False
2025-2026,0022500531,2026-01-08,Utah,Jazz,Dallas,Mavericks,9:00 pm ET,False
2025-2026,0022500530,2026-01-08,Minnesota,Timberwolves,Cleveland,Cavaliers,8:00 pm ET,False
2025-2026,0022500528,2026-01-08,Charlotte,Hornets,Indiana,Pacers,7:00 pm ET,False
2025-2026,0022500529,2026-01-08,Chicago,Bulls,Miami,Heat,8:00 pm ET,False
2025-2026,0022500541,2026-01-09,Los Angeles,Lakers,Milwaukee,Bucks,10:30 pm ET,False
2025-2026,0022500532,2026-01-09,Boston,Celtics,Toronto,Raptors,7:00 pm ET,False
2025-2026,0022500533,2026-01-09,Orlando,Magic,Philadelphia,76ers,7:00 pm ET,False
2025-2026,0022500534,2026-01-09,Washington,Wizards,New Orleans,Pelicans,7:00 pm ET,False
2025-2026,0022500535,2026-01-09,Brooklyn,Nets,LA,Clippers,7:30 pm ET,False
2025-2026,0022500536,2026-01-09,Memphis,Grizzlies,Oklahoma City,Thunder,8:00 pm ET,False
2025-2026,0022500537,2026-01-09,Denver,Nuggets,Atlanta,Hawks,9:00 pm ET,False
2025-2026,0022500538,2026-01-09,Phoenix,Suns,New York,Knicks,9:00 pm ET,False
2025-2026,0022500539,2026-01-09,San Francisco,Warriors,Sacramento,Kings,10:00 pm ET,False
2025-2026,0022500540,2026-01-09,Portland,Trail Blazers,Houston,Rockets,10:00 pm ET,False
2025-2026,0022500546,2026-01-10,Chicago,Bulls,Dallas,Mavericks,8:00 pm ET,False
2025-2026,0022500545,2026-01-10,Boston,Celtics,San Antonio,Spurs,8:00 pm ET,False
2025-2026,0022500547,2026-01-10,Utah,Jazz,Charlotte,Hornets,9:30 pm ET,False
2025-2026,0022500543,2026-01-10,Indiana,Pacers,Miami,Heat,7:00 pm ET,False
2025-2026,0022500542,2026-01-10,Cleveland,Cavaliers,Minnesota,Timberwolves,1:00 pm ET,False
2025-2026,0022500544,2026-01-10,Detroit,Pistons,LA,Clippers,7:30 pm ET,False
2025-2026,0022500557,2026-01-11,Sacramento,Kings,Houston,Rockets,9:00 pm ET,False
2025-2026,0022500554,2026-01-11,Denver,Nuggets,Milwaukee,Bucks,8:00 pm ET,False
2025-2026,0022500556,2026-01-11,San Francisco,Warriors,Atlanta,Hawks,8:30 pm ET,False
2025-2026,0022500555,2026-01-11,Phoenix,Suns,Washington,Wizards,8:00 pm ET,False
2025-2026,0022500553,2026-01-11,Oklahoma City,Thunder,Miami,Heat,7:00 pm ET,False
2025-2026,0022500548,2026-01-11,Orlando,Magic,New Orleans,Pelicans,3:00 pm ET,False
2025-2026,0022500551,2026-01-11,Portland,Trail Blazers,New York,Knicks,6:00 pm ET,False
2025-2026,0022500550,2026-01-11,Toronto,Raptors,Philadelphia,76ers,6:00 pm ET,False
2025-2026,0022500549,2026-01-11,Memphis,Grizzlies,Brooklyn,Nets,3:30 pm ET,False
2025-2026,0022500552,2026-01-11,Minnesota,Timberwolves,San Antonio,Spurs,7:00 pm ET,False
2025-2026,0022500562,2026-01-12,Sacramento,Kings,Los Angeles,Lakers,10:00 pm ET,False
2025-2026,0022500558,2026-01-12,Cleveland,Cavaliers,Utah,Jazz,7:00 pm ET,False
2025-2026,0022500559,2026-01-12,Indiana,Pacers,Boston,Celtics,7:30 pm ET,False
2025-2026,0022500560,2026-01-12,Toronto,Raptors,Philadelphia,76ers,7:30 pm ET,False
2025-2026,0022500561,2026-01-12,Dallas,Mavericks,Brooklyn,Nets,8:30 pm ET,False
2025-2026,0022500563,2026-01-12,LA,Clippers,Charlotte,Hornets,10:30 pm ET,False
2025-2026,0022500569,2026-01-13,Los Angeles,Lakers,Atlanta,Hawks,10:30 pm ET,False
2025-2026,0022500570,2026-01-13,San Francisco,Warriors,Portland,Trail Blazers,11:00 pm ET,False
2025-2026,0022500568,2026-01-13,Oklahoma City,Thunder,San Antonio,Spurs,8:00 pm ET,False
2025-2026,0022500565,2026-01-13,Houston,Rockets,Chicago,Bulls,8:00 pm ET,False
2025-2026,0022500566,2026-01-13,Milwaukee,Bucks,Minnesota,Timberwolves,8:00 pm ET,False
2025-2026,0022500567,2026-01-13,New Orleans,Pelicans,Denver,Nuggets,8:00 pm ET,False
2025-2026,0022500564,2026-01-13,Miami,Heat,Phoenix,Suns,7:30 pm ET,False
2025-2026,0022500571,2026-01-14,Indiana,Pacers,Toronto,Raptors,7:00 pm ET,False
2025-2026,0022500572,2026-01-14,Philadelphia,76ers,Cleveland,Cavaliers,7:00 pm ET,False
2025-2026,0022500573,2026-01-14,Chicago,Bulls,Utah,Jazz,8:00 pm ET,False
2025-2026,0022500574,2026-01-14,New Orleans,Pelicans,Brooklyn,Nets,8:00 pm ET,False
2025-2026,0022500575,2026-01-14,Dallas,Mavericks,Denver,Nuggets,9:30 pm ET,False
2025-2026,0022500576,2026-01-14,Sacramento,Kings,New York,Knicks,10:00 pm ET,False
2025-2026,0022500577,2026-01-14,LA,Clippers,Washington,Wizards,10:30 pm ET,False
2025-2026,0022500585,2026-01-15,Portland,Trail Blazers,Atlanta,Hawks,10:00 pm ET,False
2025-2026,0022500584,2026-01-15,San Francisco,Warriors,New York,Knicks,10:00 pm ET,False
2025-2026,0022500583,2026-01-15,Dallas,Mavericks,Utah,Jazz,8:30 pm ET,False
2025-2026,0022500582,2026-01-15,San Antonio,Spurs,Milwaukee,Bucks,8:00 pm ET,False
2025-2026,0022500586,2026-01-15,Los Angeles,Lakers,Charlotte,Hornets,10:30 pm ET,False
2025-2026,0022500580,2026-01-15,Miami,Heat,Boston,Celtics,7:30 pm ET,False
2025-2026,0022500579,2026-01-15,Detroit,Pistons,Phoenix,Suns,7:00 pm ET,False
2025-2026,0022500578,2026-01-15,Orlando,Magic,Memphis,Grizzlies,2:00 pm ET,False
2025-2026,0022500581,2026-01-15,Houston,Rockets,Oklahoma City,Thunder,7:30 pm ET,False
2025-2026,0022500587,2026-01-16,Brooklyn,Nets,Chicago,Bulls,7:00 pm ET,False
2025-2026,0022500588,2026-01-16,Indiana,Pacers,New Orleans,Pelicans,7:00 pm ET,False
2025-2026,0022500589,2026-01-16,Philadelphia,76ers,Cleveland,Cavaliers,7:00 pm ET,False
2025-2026,0022500590,2026-01-16,Toronto,Raptors,LA,Clippers,7:30 pm ET,False
2025-2026,0022500591,2026-01-16,Houston,Rockets,Minnesota,Timberwolves,9:30 pm ET,False
2025-2026,0022500592,2026-01-16,Sacramento,Kings,Washington,Wizards,10:00 pm ET,False
2025-2026,0022500601,2026-01-17,Portland,Trail Blazers,Los Angeles,Lakers,10:00 pm ET,False
2025-2026,0022500600,2026-01-17,Denver,Nuggets,Washington,Wizards,9:00 pm ET,False
2025-2026,0022500599,2026-01-17,San Francisco,Warriors,Charlotte,Hornets,8:30 pm ET,False
2025-2026,0022500598,2026-01-17,San Antonio,Spurs,Minnesota,Timberwolves,8:00 pm ET,False
2025-2026,0022500593,2026-01-17,Dallas,Mavericks,Utah,Jazz,5:00 pm ET,False
2025-2026,0022500596,2026-01-17,New York,Knicks,Phoenix,Suns,7:30 pm ET,False
2025-2026,0022500595,2026-01-17,Detroit,Pistons,Indiana,Pacers,7:30 pm ET,False
2025-2026,0022500594,2026-01-17,Atlanta,Hawks,Boston,Celtics,7:30 pm ET,False
2025-2026,0022500597,2026-01-17,Miami,Heat,Oklahoma City,Thunder,8:00 pm ET,False
2025-2026,0022500606,2026-01-18,Sacramento,Kings,Portland,Trail Blazers,9:00 pm ET,False
2025-2026,0022500607,2026-01-18,Los Angeles,Lakers,Toronto,Raptors,9:30 pm ET,False
2025-2026,0022500605,2026-01-18,Denver,Nuggets,Charlotte,Hornets,8:00 pm ET,False
2025-2026,0022500604,2026-01-18,Houston,Rockets,New Orleans,Pelicans,7:00 pm ET,False
2025-2026,0022500603,2026-01-18,Chicago,Bulls,Brooklyn,Nets,7:00 pm ET,False
2025-2026,0022500602,2026-01-18,Memphis,Grizzlies,Orlando,Magic,12:00 pm ET,False
2025-2026,0022500014,2026-01-19,Atlanta,Hawks,Milwaukee,Bucks,1:00 pm ET,False
2025-2026,0022500015,2026-01-19,Cleveland,Cavaliers,Oklahoma City,Thunder,2:30 pm ET,False
2025-2026,0022500016,2026-01-19,New York,Knicks,Dallas,Mavericks,5:00 pm ET,False
2025-2026,0022500017,2026-01-19,Detroit,Pistons,Boston,Celtics,8:00 pm ET,False
2025-2026,0022500608,2026-01-19,Washington,Wizards,LA,Clippers,3:00 pm ET,False
2025-2026,0022500609,2026-01-19,Philadelphia,76ers,Indiana,Pacers,7:00 pm ET,False
2025-2026,0022500610,2026-01-19,Brooklyn,Nets,Phoenix,Suns,7:30 pm ET,False
2025-2026,0022500611,2026-01-19,San Antonio,Spurs,Utah,Jazz,8:00 pm ET,False
2025-2026,0022500612,2026-01-19,San Francisco,Warriors,Miami,Heat,10:00 pm ET,False
2025-2026,0022500618,2026-01-20,San Francisco,Warriors,Toronto,Raptors,10:00 pm ET,False
2025-2026,0022500617,2026-01-20,Denver,Nuggets,Los Angeles,Lakers,10:00 pm ET,False
2025-2026,0022500616,2026-01-20,Utah,Jazz,Minnesota,Timberwolves,9:00 pm ET,False
2025-2026,0022500619,2026-01-20,Sacramento,Kings,Miami,Heat,10:00 pm ET,False
2025-2026,0022500614,2026-01-20,Chicago,Bulls,LA,Clippers,8:00 pm ET,False
2025-2026,0022500613,2026-01-20,Philadelphia,76ers,Phoenix,Suns,7:00 pm ET,False
2025-2026,0022500615,2026-01-20,Houston,Rockets,San Antonio,Spurs,8:00 pm ET,False
2025-2026,0022500620,2026-01-21,Charlotte,Hornets,Cleveland,Cavaliers,7:00 pm ET,False
2025-2026,0022500621,2026-01-21,Boston,Celtics,Indiana,Pacers,7:30 pm ET,False
2025-2026,0022500622,2026-01-21,New York,Knicks,Brooklyn,Nets,7:30 pm ET,False
2025-2026,0022500623,2026-01-21,Memphis,Grizzlies,Atlanta,Hawks,8:00 pm ET,False
2025-2026,0022500624,2026-01-21,New Orleans,Pelicans,Detroit,Pistons,8:00 pm ET,False
2025-2026,0022500625,2026-01-21,Milwaukee,Bucks,Oklahoma City,Thunder,9:30 pm ET,False
2025-2026,0022500626,2026-01-21,Sacramento,Kings,Toronto,Raptors,10:00 pm ET,False
2025-2026,0022500634,2026-01-22,Portland,Trail Blazers,Miami,Heat,10:00 pm ET,False
2025-2026,0022500633,2026-01-22,LA,Clippers,Los Angeles,Lakers,10:00 pm ET,False
2025-2026,0022500632,2026-01-22,Utah,Jazz,San Antonio,Spurs,9:00 pm ET,False
2025-2026,0022500631,2026-01-22,Minnesota,Timberwolves,Chicago,Bulls,8:00 pm ET,False
2025-2026,0022500627,2026-01-22,Orlando,Magic,Charlotte,Hornets,7:00 pm ET,False
2025-2026,0022500629,2026-01-22,Washington,Wizards,Denver,Nuggets,7:00 pm ET,False
2025-2026,0022500628,2026-01-22,Philadelphia,76ers,Houston,Rockets,7:00 pm ET,False
2025-2026,0022500630,2026-01-22,Dallas,Mavericks,San Francisco,Warriors,7:30 pm ET,False
2025-2026,0022500640,2026-01-23,Milwaukee,Bucks,Denver,Nuggets,8:00 pm ET,False
2025-2026,0022500642,2026-01-23,Portland,Trail Blazers,Toronto,Raptors,10:00 pm ET,False
2025-2026,0022500639,2026-01-23,Memphis,Grizzlies,New Orleans,Pelicans,8:00 pm ET,False
2025-2026,0022500641,2026-01-23,Oklahoma City,Thunder,Indiana,Pacers,9:30 pm ET,False
2025-2026,0022500637,2026-01-23,Brooklyn,Nets,Boston,Celtics,7:30 pm ET,False
2025-2026,0022500636,2026-01-23,Atlanta,Hawks,Phoenix,Suns,7:30 pm ET,False
2025-2026,0022500638,2026-01-23,Cleveland,Cavaliers,Sacramento,Kings,7:30 pm ET,False
2025-2026,0022500635,2026-01-23,Detroit,Pistons,Houston,Rockets,7:00 pm ET,False
2025-2026,0022500643,2026-01-24,Philadelphia,76ers,New York,Knicks,3:00 pm ET,False
2025-2026,0022500644,2026-01-24,Minnesota,Timberwolves,San Francisco,Warriors,5:30 pm ET,False
2025-2026,0022500645,2026-01-24,Charlotte,Hornets,Washington,Wizards,6:00 pm ET,False
2025-2026,0022500646,2026-01-24,Orlando,Magic,Cleveland,Cavaliers,7:00 pm ET,False
2025-2026,0022500647,2026-01-24,Chicago,Bulls,Boston,Celtics,8:00 pm ET,False
2025-2026,0022500648,2026-01-24,Dallas,Mavericks,Los Angeles,Lakers,8:30 pm ET,False
2025-2026,0022500649,2026-01-24,Utah,Jazz,Miami,Heat,9:30 pm ET,False
2025-2026,0022500655,2026-01-25,Phoenix,Suns,Miami,Heat,8:00 pm ET,False
2025-2026,0022500654,2026-01-25,San Antonio,Spurs,New Orleans,Pelicans,7:00 pm ET,False
2025-2026,0022500653,2026-01-25,Oklahoma City,Thunder,Toronto,Raptors,7:00 pm ET,False
2025-2026,0022500656,2026-01-25,LA,Clippers,Brooklyn,Nets,9:00 pm ET,False
2025-2026,0022500651,2026-01-25,Memphis,Grizzlies,Denver,Nuggets,3:30 pm ET,False
2025-2026,0022500650,2026-01-25,Detroit,Pistons,Sacramento,Kings,3:00 pm ET,False
2025-2026,0022500652,2026-01-25,Milwaukee,Bucks,Dallas,Mavericks,7:00 pm ET,False
2025-2026,0022500657,2026-01-26,Charlotte,Hornets,Philadelphia,76ers,7:00 pm ET,False
2025-2026,0022500658,2026-01-26,Cleveland,Cavaliers,Orlando,Magic,7:00 pm ET,False
2025-2026,0022500659,2026-01-26,Atlanta,Hawks,Indiana,Pacers,7:30 pm ET,False
2025-2026,0022500660,2026-01-26,Boston,Celtics,Portland,Trail Blazers,8:00 pm ET,False
2025-2026,0022500661,2026-01-26,Chicago,Bulls,Los Angeles,Lakers,8:00 pm ET,False
2025-2026,0022500662,2026-01-26,Houston,Rockets,Memphis,Grizzlies,8:00 pm ET,False
2025-2026,0022500663,2026-01-26,Minnesota,Timberwolves,San Francisco,Warriors,9:30 pm ET,False
2025-2026,0022500670,2026-01-27,Utah,Jazz,LA,Clippers,10:00 pm ET,False
2025-2026,0022500669,2026-01-27,Phoenix,Suns,Brooklyn,Nets,9:00 pm ET,False
2025-2026,0022500668,2026-01-27,Denver,Nuggets,Detroit,Pistons,9:00 pm ET,False
2025-2026,0022500664,2026-01-27,Washington,Wizards,Portland,Trail Blazers,7:00 pm ET,False
2025-2026,0022500666,2026-01-27,Philadelphia,76ers,Milwaukee,Bucks,8:00 pm ET,False
2025-2026,0022500665,2026-01-27,New York,Knicks,Sacramento,Kings,7:30 pm ET,False
2025-2026,0022500667,2026-01-27,Oklahoma City,Thunder,New Orleans,Pelicans,8:00 pm ET,False
2025-2026,0022500676,2026-01-28,Memphis,Grizzlies,Charlotte,Hornets,8:00 pm ET,False
2025-2026,0022500678,2026-01-28,Utah,Jazz,San Francisco,Warriors,9:00 pm ET,False
2025-2026,0022500677,2026-01-28,Dallas,Mavericks,Minnesota,Timberwolves,8:30 pm ET,False
2025-2026,0022500675,2026-01-28,Toronto,Raptors,New York,Knicks,7:30 pm ET,False
2025-2026,0022500679,2026-01-28,Houston,Rockets,San Antonio,Spurs,9:30 pm ET,False
2025-2026,0022500673,2026-01-28,Boston,Celtics,Atlanta,Hawks,7:30 pm ET,False
2025-2026,0022500672,2026-01-28,Indiana,Pacers,Chicago,Bulls,7:00 pm ET,False
2025-2026,0022500671,2026-01-28,Cleveland,Cavaliers,Los Angeles,Lakers,7:00 pm ET,False
2025-2026,0022500674,2026-01-28,Miami,Heat,Orlando,Magic,7:30 pm ET,False
2025-2026,0022500680,2026-01-29,Philadelphia,76ers,Sacramento,Kings,7:00 pm ET,False
2025-2026,0022500681,2026-01-29,Washington,Wizards,Milwaukee,Bucks,7:00 pm ET,False
2025-2026,0022500682,2026-01-29,Atlanta,Hawks,Houston,Rockets,8:00 pm ET,False
2025-2026,0022500683,2026-01-29,Dallas,Mavericks,Charlotte,Hornets,8:30 pm ET,False
2025-2026,0022500684,2026-01-29,Denver,Nuggets,Brooklyn,Nets,9:00 pm ET,False
2025-2026,0022500685,2026-01-29,Phoenix,Suns,Detroit,Pistons,9:00 pm ET,False
2025-2026,0022500686,2026-01-29,Minnesota,Timberwolves,Oklahoma City,Thunder,9:30 pm ET,False
2025-2026,0022500696,2026-01-30,San Francisco,Warriors,Detroit,Pistons,10:00 pm ET,False
2025-2026,0022500695,2026-01-30,Denver,Nuggets,LA,Clippers,10:00 pm ET,False
2025-2026,0022500694,2026-01-30,Utah,Jazz,Brooklyn,Nets,9:30 pm ET,False
2025-2026,0022500693,2026-01-30,Phoenix,Suns,Cleveland,Cavaliers,9:00 pm ET,False
2025-2026,0022500692,2026-01-30,Miami,Heat,Chicago,Bulls,8:00 pm ET,False
2025-2026,0022500687,2026-01-30,Orlando,Magic,Toronto,Raptors,7:00 pm ET,False
2025-2026,0022500690,2026-01-30,New York,Knicks,Portland,Trail Blazers,7:30 pm ET,False
2025-2026,0022500689,2026-01-30,Boston,Celtics,Sacramento,Kings,7:30 pm ET,False
2025-2026,0022500688,2026-01-30,Washington,Wizards,Los Angeles,Lakers,7:00 pm ET,False
2025-2026,0022500691,2026-01-30,New Orleans,Pelicans,Memphis,Grizzlies,7:30 pm ET,False
2025-2026,0022500701,2026-01-31,Houston,Rockets,Dallas,Mavericks,8:30 pm ET,False
2025-2026,0022500700,2026-01-31,Memphis,Grizzlies,Minnesota,Timberwolves,8:00 pm ET,False
2025-2026,0022500697,2026-01-31,Charlotte,Hornets,San Antonio,Spurs,3:00 pm ET,False
2025-2026,0022500698,2026-01-31,Indiana,Pacers,Atlanta,Hawks,7:00 pm ET,False
2025-2026,0022500699,2026-01-31,Philadelphia,76ers,New Orleans,Pelicans,7:30 pm ET,False
2025-2026,0022500711,2026-02-01,Denver,Nuggets,Oklahoma City,Thunder,9:30 pm ET,False
2025-2026,0022500710,2026-02-01,Portland,Trail Blazers,Cleveland,Cavaliers,9:00 pm ET,False
2025-2026,0022500708,2026-02-01,New York,Knicks,Los Angeles,Lakers,7:00 pm ET,False
2025-2026,0022500707,2026-02-01,Washington,Wizards,Sacramento,Kings,6:00 pm ET,False
2025-2026,0022500709,2026-02-01,Phoenix,Suns,LA,Clippers,8:00 pm ET,False
2025-2026,0022500705,2026-02-01,Miami,Heat,Chicago,Bulls,6:00 pm ET,False
2025-2026,0022500704,2026-02-01,Detroit,Pistons,Brooklyn,Nets,6:00 pm ET,False
2025-2026,0022500703,2026-02-01,San Antonio,Spurs,Orlando,Magic,4:00 pm ET,False
2025-2026,0022500702,2026-02-01,Boston,Celtics,Milwaukee,Bucks,3:30 pm ET,False
