season,teamName,teamScore,assists,reboundsDefensive,reboundsOffensive,reboundsTotal,steals,blocks,turnovers,foulsPersonal,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,plusMinusPoints
1965-1966,Celtics,113.23,21.0,,,61.57,,,,25.56,43.53,101.57,0.44,,,,26.18,35.19,0.75,5.3
1965-1966,Hawks,111.7,,,,,,,,27.17,42.34,,,,,,27.01,35.91,0.75,-0.17
1965-1966,Knicks,116.69,,,,,,,,27.96,44.49,,,,,,27.71,38.36,0.72,-2.35
1965-1966,Lakers,119.04,23.33,,,54.0,,,,25.41,45.0,97.33,0.46,,,,29.04,37.62,0.77,2.69
1965-1966,Pistons,110.34,26.0,,,54.0,,,,25.44,43.44,98.0,0.5,,,,23.46,34.26,0.69,-6.82
1965-1966,Royals,117.35,21.0,,,82.0,,,,25.21,44.78,116.0,0.45,,,,27.8,36.48,0.76,1.1
1965-1966,Warriors,115.54,,,,,,,,25.57,44.46,,,,,,26.61,36.0,0.74,-2.65
1966-1967,76ers,124.67,,,,,,,,23.47,48.1,,,,,,28.46,42.1,0.68,9.43
1966-1967,Bullets,115.47,,,,,,,,26.51,45.23,,,,,,25.0,34.27,0.73,-6.13
1966-1967,Bulls,112.86,,,,,,,,27.15,43.92,,,,,,25.02,34.2,0.73,-4.0
1966-1967,Celtics,118.94,,,,,,,,26.56,45.92,,,,,,27.1,36.52,0.74,7.08
1966-1967,Hawks,113.71,,,,,,,,26.72,43.42,,,,,,26.87,37.64,0.72,-1.34
1966-1967,Knicks,116.18,,,,,,,,26.19,44.84,,,,,,26.51,36.6,0.73,-3.32
1966-1967,Lakers,120.11,,,,,,,,26.74,46.58,,,,,,26.94,35.87,0.75,-0.07
1966-1967,Pistons,111.3,,,,,,,,27.12,43.49,,,,,,24.31,33.59,0.72,-5.53
1966-1967,Royals,116.58,,,,,,,,25.4,45.11,,,,,,26.36,33.93,0.77,-0.84
1966-1967,Warriors,121.72,,,,,,,,26.62,47.14,,,,,,27.45,36.7,0.75,2.6
1967-1968,76ers,121.36,,,,,,,,22.84,47.64,,,,,,26.07,41.14,0.64,7.54
1967-1968,Bullets,117.4,,,,92.0,,,,25.9,45.02,,,,,,27.35,36.43,0.75,-0.39
1967-1968,Bulls,108.95,,,,,,,,25.82,42.3,,,,,,24.36,32.94,0.74,-3.76
1967-1968,Celtics,115.84,,,,,,,,26.5,44.77,,,,,,26.3,36.45,0.72,3.92
1967-1968,Hawks,112.89,,,,,,,,24.85,42.57,,,,,,27.75,38.16,0.73,2.64
1967-1968,Knicks,115.95,,,,,,,,28.69,44.95,,,,,,26.02,36.64,0.71,1.64
1967-1968,Lakers,120.0,,,,,,,,26.15,46.32,,,,,,27.35,37.98,0.72,5.44
1967-1968,Pistons,118.01,,,,,,,,27.23,45.62,,,,,,26.76,37.84,0.71,-1.54
1967-1968,Rockets,112.38,,,,,,,,26.73,43.49,,,,,,25.4,35.77,0.71,-8.08
1967-1968,Royals,116.61,,,,,,,,24.67,44.87,,,,,,26.88,35.28,0.77,-0.58
1967-1968,SuperSonics,118.68,,,,,,,,28.85,46.0,,,,,,26.68,37.06,0.72,-6.45
1967-1968,Warriors,116.29,,,,,,,,27.83,44.15,,,,,,27.99,37.91,0.74,-1.07
1968-1969,76ers,118.11,,,,,,,,26.48,45.49,,,,,,27.13,37.43,0.73,4.16
1968-1969,Bucks,110.24,,,,85.0,,,,25.65,43.13,,,,,,23.98,32.12,0.74,-4.91
1968-1969,Bullets,115.79,,,,,,,,24.63,45.79,,,,,,24.21,33.05,0.73,3.62
1968-1969,Bulls,104.72,,,,,,,,24.59,40.9,,,,,,22.91,31.48,0.72,-2.01
1968-1969,Celtics,110.43,23.0,,,59.0,,,,25.44,43.37,100.0,0.47,,,,23.69,32.28,0.74,5.13
1968-1969,Hawks,110.22,,,,,,,,25.17,43.56,,,,,,23.1,33.71,0.69,1.96
1968-1969,Knicks,110.35,,,,,,,,25.28,43.6,,,,,,23.15,31.43,0.74,5.76
1968-1969,Lakers,110.65,25.0,,,74.5,,,,23.76,42.86,100.0,0.49,,,,24.99,38.27,0.66,4.77
1968-1969,Pistons,114.13,,,,,,,,25.55,44.0,,,,,,26.13,36.95,0.71,-2.69
1968-1969,Rockets,114.69,,,,89.0,,,,26.33,44.74,,,,,,25.22,36.8,0.69,-0.35
1968-1969,Royals,114.54,,,,,,,,25.78,43.48,,,,,,27.59,36.73,0.75,-1.02
1968-1969,Suns,111.73,,,,,,,,25.73,43.18,,,,,,25.37,35.99,0.7,-8.57
1968-1969,SuperSonics,112.09,,,,83.0,,,,28.1,43.21,,,,,,25.67,36.28,0.71,-4.85
1968-1969,Warriors,108.12,,,,,,,,25.55,41.31,,,,,,25.51,35.69,0.72,-2.27
1969-1970,76ers,121.44,,,,,,,,26.76,47.74,,,,,,25.97,34.69,0.75,2.62
1969-1970,Bucks,118.21,,,,,,,,23.62,47.61,,,,,,22.99,31.34,0.74,4.11
1969-1970,Bullets,119.49,,,,,,,,23.01,47.31,,,,,,24.87,32.24,0.77,1.83
1969-1970,Bulls,114.68,,,,,,,,23.02,44.02,,,,,,26.63,34.52,0.78,-1.62
1969-1970,Celtics,114.9,,,,,,,,28.23,44.45,,,,,,26.0,33.01,0.79,-1.85
1969-1970,Hawks,117.31,,,,,,,,24.53,46.54,,,,,,24.23,32.34,0.75,0.66
1969-1970,Knicks,114.12,27.43,,,48.86,,,,24.32,46.34,103.14,0.46,,,,21.45,29.09,0.74,8.36
1969-1970,Lakers,113.79,26.43,,,53.57,,,,22.73,44.75,87.29,0.5,,,,24.29,32.94,0.74,2.34
1969-1970,Pistons,112.76,,,,,,,,23.67,43.48,,,,,,25.8,35.16,0.73,-3.32
1969-1970,Rockets,118.68,,,,,,,,25.56,47.15,,,,,,24.39,33.23,0.73,-3.1
1969-1970,Royals,117.27,,,,,,,,26.72,45.94,,,,,,25.39,34.66,0.73,-2.72
1969-1970,Suns,118.47,,,,77.0,,,,26.67,44.62,,,,,,29.24,39.17,0.75,-1.83
1969-1970,SuperSonics,116.94,,,,,,,,26.41,45.23,,,,,,26.48,34.73,0.76,-2.52
1969-1970,Warriors,111.15,,,,,,,,25.06,43.35,,,,,,24.44,32.23,0.76,-4.2
1970-1971,76ers,114.36,,,,,,,,26.7,43.84,,,,,,26.67,36.09,0.74,1.16
1970-1971,Braves,105.52,,,,72.0,,,,26.93,41.76,,,,,,22.01,30.46,0.73,-6.43
1970-1971,Bucks,117.05,23.25,,,54.5,,,,22.29,47.93,84.75,0.5,,,,21.2,28.67,0.74,12.58
1970-1971,Bullets,111.21,19.5,,,47.75,,,,23.78,44.06,105.5,0.38,,,,23.09,30.93,0.75,0.87
1970-1971,Bulls,109.88,52.0,,,82.0,,,,22.25,42.19,,,,,,25.53,32.37,0.79,4.65
1970-1971,Cavaliers,102.11,,,,,,,,25.83,40.23,,,,,,21.65,29.01,0.74,-10.76
1970-1971,Celtics,117.17,,,,,,,,26.07,46.39,,,,,,24.39,32.24,0.76,2.07
1970-1971,Hawks,113.46,,,,,,,,23.98,43.89,,,,,,25.69,35.97,0.72,-1.77
1970-1971,Knicks,108.93,,,,,,,,23.46,43.94,,,,,,21.05,28.57,0.73,4.23
1970-1971,Lakers,112.84,,,,,,,,20.74,44.86,,,,,,23.12,32.56,0.71,2.38
1970-1971,Pistons,110.11,,,,,,,,24.1,42.29,,,,,,25.52,34.27,0.75,-0.48
1970-1971,Rockets,113.2,,,,,,,,25.94,43.26,,,,,,26.68,35.61,0.75,-0.24
1970-1971,Royals,115.99,,,,,,,,25.85,46.4,,,,,,23.18,31.9,0.73,-3.21
1970-1971,Suns,113.82,,,,,,,,25.99,42.72,,,,,,28.38,37.51,0.75,1.9
1970-1971,SuperSonics,114.99,,,,,,,,23.51,44.68,,,,,,25.62,34.02,0.75,-1.73
1970-1971,Trail Blazers,115.45,,,,,,,,24.62,45.38,,,,,,24.7,32.59,0.76,-4.08
1970-1971,Warriors,106.47,,,,,,,,22.53,41.85,,,,,,22.77,29.94,0.76,-1.87
1971-1972,76ers,112.23,,,,,,,,26.88,43.62,,,,,,24.99,34.46,0.73,-3.21
1971-1972,Braves,102.04,,,,,,,,25.44,41.57,,,,,,18.89,27.01,0.7,-9.24
1971-1972,Bucks,113.94,,,,,,,,22.82,46.32,,,,,,21.29,28.68,0.75,10.6
1971-1972,Bullets,106.42,,,,,,,,22.73,42.12,,,,,,22.17,29.11,0.76,-1.47
1971-1972,Bulls,110.69,,,,,,,,23.98,43.1,,,,,,24.48,32.37,0.76,7.41
1971-1972,Cavaliers,105.78,,,,,,,,23.52,42.17,,,,,,21.44,29.2,0.73,-7.63
1971-1972,Celtics,115.26,,,,,,,,24.87,46.28,,,,,,22.7,29.18,0.78,5.16
1971-1972,Hawks,109.77,,,,,,,,24.0,42.53,,,,,,24.7,33.4,0.74,-1.51
1971-1972,Knicks,107.05,25.5,,,45.17,,,,23.22,42.78,90.83,0.47,,,,21.5,28.36,0.76,2.82
1971-1972,Lakers,118.75,20.83,,,55.0,,,,19.89,46.68,93.67,0.44,,,,25.39,34.49,0.74,11.22
1971-1972,Pistons,109.09,,,,,,,,23.88,42.46,,,,,,24.16,32.33,0.75,-6.27
1971-1972,Rockets,109.67,,,,,,,,24.89,43.78,,,,,,22.11,29.63,0.75,-1.31
1971-1972,Royals,107.76,,,,,,,,25.59,42.0,,,,,,23.76,31.38,0.76,-3.59
1971-1972,Suns,116.27,,,,,,,,24.65,43.89,,,,,,28.49,36.54,0.78,5.5
1971-1972,SuperSonics,109.23,,,,,,,,21.26,42.21,,,,,,24.82,32.41,0.77,0.46
1971-1972,Trail Blazers,106.82,,,,,,,,22.8,42.22,,,,,,22.38,30.5,0.74,-9.27
1971-1972,Warriors,107.75,,,,,,,,22.26,42.23,,,,,,23.29,30.31,0.77,0.07
1972-1973,76ers,104.15,,,,,,,,23.95,42.33,,,,,,19.49,25.98,0.75,-11.84
1972-1973,Braves,103.3,30.0,,,42.0,,,,24.32,43.12,84.0,0.46,,,,17.06,24.01,0.7,-9.17
1972-1973,Bucks,106.64,,,,,,,,21.38,45.51,,,,,,15.61,20.76,0.75,8.52
1972-1973,Bullets,104.41,,,,,,,,20.24,44.37,,,,,,15.68,21.16,0.74,2.69
1972-1973,Bulls,103.6,,,,,,,,22.92,42.28,,,,,,19.03,25.2,0.75,2.99
1972-1973,Cavaliers,102.66,,,,69.0,,,,23.88,41.84,,,,,,18.98,25.38,0.75,-2.67
1972-1973,Celtics,112.03,,,,,,,,22.29,46.21,,,,,,19.61,25.27,0.78,7.29
1972-1973,Hawks,112.05,,,,,,,,23.16,45.17,,,,,,21.7,29.67,0.73,-0.45
1972-1973,Kings,107.59,,,,,,,,25.01,44.16,,,,,,19.27,24.88,0.78,-2.65
1972-1973,Knicks,104.8,23.17,,,46.0,,,,22.25,44.17,94.33,0.47,,,,16.45,21.27,0.77,6.79
1972-1973,Lakers,110.27,17.6,,,52.8,,,,20.32,44.84,86.8,0.43,,,,20.58,27.91,0.74,7.78
1972-1973,Pistons,110.27,48.0,,,,,,,22.06,44.71,,,,,,20.85,27.98,0.74,0.49
1972-1973,Rockets,112.8,,,,,,,,23.95,46.0,,,,,,20.8,26.23,0.79,-1.48
1972-1973,Suns,111.65,,,,,,,,24.44,44.06,,,,,,23.52,29.72,0.79,-1.02
1972-1973,SuperSonics,103.66,,,,,,,,22.94,42.04,,,,,,19.59,25.39,0.76,-5.08
1972-1973,Trail Blazers,106.18,,,,,,,,23.74,43.74,,,,,,18.7,25.96,0.72,-6.04
1972-1973,Warriors,107.53,,,,,,,,20.95,44.73,,,,,,18.06,22.7,0.8,1.81
1973-1974,76ers,101.16,,,,,,,,23.96,40.62,,,,,,19.91,25.87,0.77,-5.98
1973-1974,Braves,111.12,,,,,,,,22.97,45.35,,,,,,20.42,26.73,0.76,-0.28
1973-1974,Bucks,106.08,22.86,31.43,12.29,43.71,3.0,3.86,,22.74,45.15,83.57,0.47,,,,15.78,20.72,0.77,7.63
1973-1974,Bullets,101.34,,,,,,,,21.19,42.22,,,,,,16.89,22.69,0.75,1.73
1973-1974,Bulls,101.1,,,,,21.0,,,22.31,39.85,,,,,,21.4,28.39,0.77,2.39
1973-1974,Cavaliers,100.26,,,,,,,,23.6,41.72,,,,,,16.82,21.84,0.77,-4.33
1973-1974,Celtics,107.81,25.43,29.71,12.71,42.43,8.29,0.71,,23.02,43.91,92.43,0.43,,,,19.99,24.93,0.8,4.22
1973-1974,Hawks,108.62,,,,,23.0,,,25.79,43.91,,,,,,20.79,27.61,0.75,-1.17
1973-1974,Kings,102.02,,,,,,,,23.5,41.09,,,,,,19.85,26.2,0.77,-3.73
1973-1974,Knicks,100.41,,,,,,,,23.18,42.0,,,,,,16.41,21.04,0.79,2.55
1973-1974,Lakers,108.23,,,,,,,,24.61,42.76,,,,,,22.71,29.56,0.77,0.59
1973-1974,Pistons,103.65,,,,,,,,23.64,41.88,,,,,,19.9,26.01,0.77,3.92
1973-1974,Rockets,107.44,,,,,,,,25.85,43.46,,,,,,20.51,25.28,0.81,-0.13
1973-1974,Suns,107.89,,,,,,,,25.73,43.35,,,,,,21.18,27.21,0.78,-3.56
1973-1974,SuperSonics,107.0,,,,,,,,25.17,43.71,,,,,,19.59,25.5,0.77,-2.31
1973-1974,Trail Blazers,106.84,,,,,,,,24.91,43.72,,,,,,19.4,25.84,0.75,-4.57
1973-1974,Warriors,109.89,,,,,,,,23.13,45.38,,,,,,19.13,24.6,0.78,2.56
1974-1975,76ers,99.76,,,,,,,,24.16,40.55,,,,,,18.66,24.93,0.75,-2.59
1974-1975,Braves,107.34,,,,,,,,22.92,43.18,,,,,,20.98,26.99,0.78,1.65
1974-1975,Bucks,100.66,,,,,,,,23.43,42.1,,,,,,16.46,21.24,0.77,0.21
1974-1975,Bullets,104.37,21.0,30.0,12.75,42.75,13.4,5.0,,23.81,42.96,84.75,0.43,,,,18.45,24.67,0.75,6.39
1974-1975,Bulls,97.54,,,,,,,,24.12,38.36,,,,,,20.82,26.98,0.77,2.82
1974-1975,Cavaliers,99.1,,,,,,,,22.94,41.56,,,,,,15.87,21.34,0.74,-0.1
1974-1975,Celtics,106.58,,,,,,,,23.69,43.78,,,,,,19.01,23.91,0.8,5.04
1974-1975,Hawks,105.12,,,,,,,,24.41,41.76,,,,,,21.61,29.65,0.73,-1.37
1974-1975,Jazz,101.45,,,,,,,,27.05,40.24,,,,,,20.96,27.52,0.77,-7.68
1974-1975,Kings,100.7,,,,,,,,24.35,39.45,,,,,,21.8,26.77,0.82,-0.69
1974-1975,Knicks,100.14,,,,,,,,24.18,40.78,,,,,,18.59,24.07,0.77,-1.62
1974-1975,Lakers,103.16,,,,,,,,25.42,41.57,,,,,,20.01,26.46,0.76,-3.85
1974-1975,Pistons,98.86,,,,,,,,22.55,40.13,,,,,,18.6,24.12,0.77,-1.42
1974-1975,Rockets,104.22,,,,,,,,25.26,42.16,,,,,,20.01,25.02,0.8,1.28
1974-1975,Suns,101.18,,,,,,,,25.22,41.23,,,,,,18.72,25.34,0.74,-2.14
1974-1975,SuperSonics,102.7,,,,,,,,24.14,42.29,,,,,,18.13,24.13,0.76,-1.49
1974-1975,Trail Blazers,103.76,,,,75.0,,,,24.99,41.63,,,,,,20.49,27.62,0.74,0.44
1974-1975,Warriors,107.09,20.5,35.75,18.0,53.75,13.75,8.0,,25.88,44.57,91.25,0.45,,,,17.96,23.79,0.75,3.64
1975-1976,76ers,106.8,,,,,,,,26.91,42.28,,,,,,22.24,30.21,0.74,0.46
1975-1976,Braves,106.86,,,,,,,,24.82,42.35,,,,,,22.15,28.71,0.77,0.31
1975-1976,Bucks,102.19,,,,,,,,24.94,42.15,,,,,,17.88,24.08,0.75,-1.44
1975-1976,Bullets,101.9,,,,,,,,23.33,41.19,,,,,,19.52,27.09,0.72,2.47
1975-1976,Bulls,95.89,,,,,,,,23.95,37.88,,,,,,20.13,26.74,0.76,-2.67
1975-1976,Cavaliers,100.38,,,,,,,,23.29,42.01,,,,,,16.36,22.37,0.73,2.33
1975-1976,Celtics,105.2,23.5,40.0,16.17,56.17,6.83,1.67,,24.67,42.34,89.33,0.43,,,,20.52,26.15,0.79,2.45
1975-1976,Hawks,102.57,,,,,,,,24.23,40.26,,,,,,22.06,30.1,0.73,-2.68
1975-1976,Jazz,104.09,,,,,,,,26.45,40.88,,,,,,22.33,29.45,0.76,-0.63
1975-1976,Kings,103.34,,,,,,,,25.21,40.74,,,,,,21.85,28.37,0.77,-2.6
1975-1976,Knicks,102.66,,,,,,,,24.41,41.99,,,,,,18.68,24.17,0.78,-0.98
1975-1976,Lakers,106.88,,,,,,,,24.8,43.26,,,,,,20.37,26.41,0.77,0.09
1975-1976,Pistons,105.47,,,,,,,,25.57,43.2,,,,,,19.08,24.98,0.77,-1.42
1975-1976,Rockets,106.2,,,,,,,,24.99,43.24,,,,,,19.71,24.91,0.79,-0.8
1975-1976,Suns,105.2,21.17,30.33,12.0,42.33,9.17,3.5,,25.05,41.67,90.83,0.43,,,,21.85,28.73,0.76,0.52
1975-1976,SuperSonics,106.48,,,,,,,,26.32,43.06,,,,,,20.36,28.6,0.71,-0.66
1975-1976,Trail Blazers,104.06,,,,,,,,25.49,41.67,,,,,,20.72,28.5,0.72,-0.72
1975-1976,Warriors,110.09,,,,,,,,25.12,45.11,,,,,,19.88,26.41,0.75,6.53
1976-1977,76ers,109.69,22.67,32.83,12.0,44.83,11.83,4.67,,25.2,42.69,88.17,0.45,,,,24.31,33.23,0.74,3.75
1976-1977,Braves,105.02,,,,,,,,22.5,41.06,,,,,,22.9,30.37,0.75,-4.44
1976-1977,Bucks,108.4,,,,,,,,25.51,44.73,,,,,,18.94,25.18,0.75,-2.89
1976-1977,Bullets,105.37,,,,,,,,23.74,42.71,,,,,,19.95,27.79,0.72,0.89
1976-1977,Bulls,98.81,,,,,,,,22.86,39.47,,,,,,19.87,26.42,0.75,0.66
1976-1977,Cavaliers,101.87,,,,,,,,23.92,42.05,,,,,,17.78,24.19,0.74,1.0
1976-1977,Celtics,104.48,,,,,,,,25.0,42.11,,,,,,20.26,26.67,0.76,-2.0
1976-1977,Hawks,102.37,,,,,,,,28.26,39.99,,,,,,22.39,29.87,0.75,-3.84
1976-1977,Jazz,104.56,,,,73.0,,,,25.45,41.99,,,,,,20.59,26.55,0.77,-2.58
1976-1977,Kings,107.66,,,,,,,,26.21,43.43,,,,,,20.8,26.09,0.8,1.16
1976-1977,Knicks,108.6,,,,,,,,24.5,44.62,,,,,,19.35,25.33,0.77,-0.01
1976-1977,Lakers,106.45,,,,,,,,22.56,44.2,,,,,,18.04,24.31,0.74,2.3
1976-1977,Nets,95.91,,,,,,,,26.56,37.76,,,,,,20.4,27.72,0.74,-6.59
1976-1977,Nuggets,112.07,,,,,,,,26.1,43.51,,,,,,25.05,34.07,0.74,5.06
1976-1977,Pacers,106.8,,,,,21.0,,,24.74,42.95,,,,,,20.9,28.02,0.74,-1.77
1976-1977,Pistons,109.11,,,,,,,,26.79,45.76,,,,,,17.58,23.94,0.74,-0.63
1976-1977,Rockets,106.73,,,,,,,,25.84,43.43,,,,,,19.88,25.45,0.78,1.68
1976-1977,Spurs,114.7,,,,,,,,24.21,45.15,,,,,,24.39,30.77,0.79,0.7
1976-1977,Suns,104.91,,,,,,,,25.35,41.54,,,,,,21.84,28.52,0.77,0.73
1976-1977,SuperSonics,103.95,,,,,,,,26.94,41.94,,,,,,20.07,29.05,0.69,-1.55
1976-1977,Trail Blazers,110.92,28.0,38.0,15.33,53.33,10.67,6.17,,27.62,44.17,93.17,0.48,,,,22.58,29.88,0.76,5.42
1976-1977,Warriors,110.36,,,,,,,,25.05,45.24,,,,,,19.88,26.07,0.77,3.35
1977-1978,76ers,114.71,,,,,,,,26.84,44.2,,,,,,26.32,34.85,0.76,5.2
1977-1978,Braves,105.29,,,,,,,,24.68,41.62,,,,,,22.05,28.21,0.78,-3.52
1977-1978,Bucks,112.37,,,,,,,,24.81,46.34,,,,,,19.69,27.01,0.73,0.48
1977-1978,Bullets,109.77,23.0,31.43,17.57,49.0,7.86,4.57,14.57,23.73,43.61,96.43,0.44,,,,22.54,31.84,0.71,1.95
1977-1978,Bulls,103.94,,,,,,,,23.73,40.61,,,,,,22.72,30.16,0.76,-0.63
1977-1978,Cavaliers,104.55,,,,,,,,22.38,42.63,,,,,,19.29,25.95,0.74,0.49
1977-1978,Celtics,105.73,,,,,,,,24.74,42.61,,,,,,20.51,26.32,0.78,-1.45
1977-1978,Hawks,103.61,,,,,,,,30.11,40.68,,,,,,22.25,28.24,0.79,-0.29
1977-1978,Jazz,107.63,49.0,,,,,,,23.66,43.51,,,,,,20.61,28.41,0.72,-1.36
1977-1978,Kings,109.48,,,,,,,,27.02,43.91,,,,,,21.65,27.56,0.79,-1.89
1977-1978,Knicks,113.23,,,,,,,,26.74,46.55,,,,,,20.14,26.89,0.75,-1.14
1977-1978,Lakers,109.89,,,,,,,,23.99,45.42,,,,,,19.05,25.4,0.75,2.69
1977-1978,Nets,106.66,,,,,,,,28.24,43.26,,,,,,20.15,27.94,0.72,-5.82
1977-1978,Nuggets,111.6,,,,,,,,25.97,43.35,,,,,,24.91,32.57,0.76,0.31
1977-1978,Pacers,108.59,,,,,,,,27.2,42.7,,,,,,23.2,31.24,0.74,-2.26
1977-1978,Pistons,108.98,,,,,,,,24.12,43.32,,,,,,22.34,30.32,0.74,-1.24
1977-1978,Rockets,103.82,,,,,,,,24.68,42.96,,,,,,17.89,23.12,0.78,-3.55
1977-1978,Spurs,114.0,,,,,,,,23.03,46.23,,,,,,21.55,26.92,0.81,3.4
1977-1978,Suns,111.95,,,,,24.0,,,23.89,45.38,,,,,,21.19,28.18,0.75,3.5
1977-1978,SuperSonics,104.12,17.29,31.86,18.14,50.0,5.71,7.0,18.0,24.56,41.53,91.57,0.42,,,,21.07,29.44,0.72,1.52
1977-1978,Trail Blazers,106.92,,,,,,,,25.3,43.1,,,,,,20.72,27.18,0.76,5.93
1977-1978,Warriors,106.07,,,,,,,,25.84,43.59,,,,,,18.9,25.33,0.75,0.9
1978-1979,76ers,109.86,,,,,24.0,,,25.44,43.79,,,,,,22.27,29.65,0.75,2.28
1978-1979,Bucks,114.06,53.0,,,,,,,25.45,47.65,,,,,,18.77,24.59,0.77,2.22
1978-1979,Bullets,112.42,20.6,30.2,16.4,46.6,5.8,4.6,16.0,22.57,45.51,93.8,0.42,,,,21.39,29.25,0.73,3.8
1978-1979,Bulls,104.73,,,,,,,,24.02,42.44,,,,,,19.85,26.45,0.75,-3.96
1978-1979,Cavaliers,106.49,,,,,,,,24.77,43.37,,,,,,19.76,25.51,0.78,-3.03
1978-1979,Celtics,108.22,,,,,,,,24.22,43.01,,,,,,22.2,28.28,0.78,-4.84
1978-1979,Clippers,113.15,,,,,,,,25.83,45.38,,,,,,22.39,30.1,0.75,-1.78
1978-1979,Hawks,108.3,,,,,,,,29.25,42.56,,,,,,23.18,30.09,0.77,1.97
1978-1979,Jazz,108.32,,,,,,,,23.61,42.89,,,,,,22.54,29.26,0.78,-6.24
1978-1979,Kings,112.3,,,,,,,,29.03,45.46,,,,,,21.38,29.31,0.73,2.62
1978-1979,Knicks,107.68,,,,,,,,26.2,44.83,,,,,,18.02,25.83,0.7,-3.15
1978-1979,Lakers,112.61,,,,,,,,22.88,46.48,,,,,,19.66,25.54,0.77,2.68
1978-1979,Nets,107.7,,,,,,,,28.23,42.26,,,,,,23.18,31.87,0.72,-4.07
1978-1979,Nuggets,110.71,,,,,,,,25.29,42.94,,,,,,24.82,34.45,0.72,1.14
1978-1979,Pacers,108.65,,,,,,,,25.52,43.6,,,,,,21.45,28.22,0.76,-1.6
1978-1979,Pistons,110.04,,,,,,,,25.99,45.22,,,,,,19.6,27.35,0.72,-2.43
1978-1979,Rockets,113.02,,,,,,,,24.42,45.21,,,,,,22.6,28.51,0.8,1.08
1978-1979,Spurs,117.74,,,,,,,,25.46,47.3,,,,,,23.14,29.3,0.79,4.34
1978-1979,Suns,113.45,51.0,,,,,,,24.04,45.89,,,,,,21.68,28.43,0.77,3.56
1978-1979,SuperSonics,106.24,23.6,32.4,13.2,45.6,7.6,7.8,15.2,23.71,42.65,89.4,0.47,,,,20.95,27.99,0.74,2.94
1978-1979,Trail Blazers,107.98,,,,,,17.0,,26.79,43.05,,,,,,21.88,28.65,0.76,1.09
1978-1979,Warriors,105.13,,,,,,,,24.7,44.23,,,,,,16.67,22.78,0.74,0.38
1979-1980,76ers,108.0,31.0,27.67,9.5,37.17,9.33,10.0,15.17,22.8,42.38,88.33,0.49,0.35,2.67,0.05,22.89,29.62,0.77,3.86
1979-1980,Bucks,109.45,,,,,,,,23.95,44.6,,,0.67,,,19.58,25.74,0.76,3.7
1979-1980,Bullets,106.82,,,,,,,,23.26,43.51,,,0.95,,,18.85,24.92,0.76,-2.76
1979-1980,Bulls,107.48,,,,,,,,26.16,41.0,,,0.84,,,24.63,31.65,0.78,-2.71
1979-1980,Cavaliers,114.15,,,,,,,,23.6,46.48,,,0.44,,,20.76,26.72,0.78,0.62
1979-1980,Celtics,112.36,,,,,,,,24.12,43.84,,,1.88,,,22.81,29.3,0.77,7.59
1979-1980,Clippers,107.56,,,,,,,,22.96,42.98,,,2.15,,,19.46,26.51,0.73,-3.93
1979-1980,Hawks,104.1,,,,,,,,28.0,39.57,,,0.16,,,24.79,32.2,0.78,2.44
1979-1980,Jazz,102.37,,,,,,,,24.43,41.24,,,0.71,,,19.17,23.79,0.81,-5.41
1979-1980,Kings,107.74,,,,,,,,25.76,43.61,,,0.35,,,20.16,27.24,0.74,3.53
1979-1980,Knicks,113.95,,,,,,,,26.45,46.37,,,0.51,,,20.71,27.67,0.75,-1.15
1979-1980,Lakers,114.37,26.67,34.17,17.17,51.33,9.17,6.17,20.0,22.25,47.08,92.0,0.49,0.23,0.67,0.0,19.97,25.59,0.78,5.64
1979-1980,Nets,108.28,,,,,,,,26.41,42.15,,,1.04,,,22.95,29.27,0.79,-0.91
1979-1980,Nuggets,108.27,,,,,,,,23.24,42.24,,,0.99,,,22.79,30.9,0.74,-4.2
1979-1980,Pacers,111.21,,,,,,19.0,,24.06,44.39,,,1.05,,,21.38,28.44,0.76,0.11
1979-1980,Pistons,108.94,,,,,,,,24.99,44.43,,,0.7,,,19.39,26.23,0.74,-8.24
1979-1980,Rockets,110.1,,,,,,,,23.53,43.67,,,1.25,,,21.51,27.87,0.77,-0.14
1979-1980,Spurs,118.81,,,,,,,,25.75,46.79,,,0.65,,,24.59,30.74,0.8,-0.67
1979-1980,Suns,111.01,,,,,,,,22.63,43.64,,,0.92,,,22.8,29.59,0.77,3.49
1979-1980,SuperSonics,107.53,,,,,,,,22.94,42.96,,,0.77,,,20.84,27.12,0.76,3.81
1979-1980,Trail Blazers,102.35,,,,,,,,23.88,41.58,,,0.33,,,18.91,25.49,0.74,-0.99
1979-1980,Warriors,103.57,,,,,,,,25.12,43.01,,,0.33,,,17.22,23.34,0.74,-4.17
1980-1981,76ers,110.68,,,,,,,,25.43,43.6,,,0.2,,,23.05,29.97,0.77,6.55
1980-1981,Bucks,112.39,,,,,,18.0,,26.84,45.1,,,0.37,,,22.07,28.69,0.77,6.9
1980-1981,Bullets,105.63,,,,,,,,23.16,43.28,,,0.79,,,18.28,25.27,0.72,0.01
1980-1981,Bulls,108.61,,,,,,,,25.31,42.1,,,0.47,,,23.94,30.92,0.78,1.59
1980-1981,Cavaliers,105.73,,,,,,,,24.33,43.38,,,0.87,,,18.11,23.24,0.78,-4.85
