Feature,Importance
away_TRB_per_game_p6,0.0007973881659836664
home_PER_p2,0.0007970855534402395
away_TRB_per_game_p8,0.0007968458251777339
home_Rk_p4,0.000796265443342592
home_TRB%_p8,0.0007955011205486323
home_FG_pct_p12,0.0007954276317354185
home_TS%_p6,0.0007951289284999537
home_OBPM_p14,0.0007948941483814359
home_3P_pct_p2,0.000794588465936458
home_FG_pct_p3,0.0007944887608249993
home_WS/48_p12,0.0007943363716183063
away_DRB%_p15,0.0007943236728958303
home_TS%_p13,0.0007941995193779261
home_WS/48_p13,0.0007938159814430151
home_OBPM_p12,0.0007936012725794092
home_GS_p4,0.000792947214610787
away_3P_pct_p9,0.0007927863290943358
away_USG%_p15,0.0007925624144992756
home_OWS_p5,0.0007919505470169263
home_PTS_per_game_p6,0.0007918235866485823
home_USG%_p5,0.0007915506502482722
away_TRB%_p15,0.0007913477962851502
home_TS%_p5,0.000791001860871391
home_AST%_p3,0.0007906252301734034
away_TRB%_p7,0.0007902787416730285
home_GS_p3,0.0007900835432603019
away_BLK%_p6,0.0007892353136999716
away_3P_pct_p10,0.0007891454465752891
home_PER_p15,0.0007890938143403952
home_TOV%_p9,0.0007889702511955227
home_TRB_per_game_p6,0.0007887546149779378
home_G_p13,0.0007883831103150816
away_DBPM_p15,0.0007878530420220793
home_BPM_p11,0.0007875933976384159
away_AST_per_game_p5,0.0007874497333890825
home_ORB%_p8,0.000787375938770184
away_OWS_p11,0.000787073935097892
home_DRB%_p15,0.000786774625522102
home_GS_p6,0.0007866593767709457
home_PTS_per_game_p7,0.0007865373834059725
away_TRB_per_game_p4,0.0007864767041748823
away_BLK%_p8,0.000786444392264999
home_DRB%_p4,0.0007863928106541348
home_Rk_p7,0.0007855953231055665
away_VORP_p8,0.0007854384429846012
home_3PAr_p3,0.000784846430251309
home_OWS_p7,0.00078453357467124
away_OWS_p9,0.0007839040416996374
away_ORB%_p2,0.0007835066467833518
home_MP_p7,0.0007832518105152332
home_USG%_p3,0.0007831525454031352
away_TS%_p15,0.0007828395668023228
home_TRB%_p11,0.0007827428204031237
home_TRB%_p6,0.0007827414340426079
home_USG%_p13,0.0007824489637323982
home_PTS_per_game_p3,0.000782425448596047
home_PER_p10,0.0007824019343980123
home_MP_p11,0.0007823840386869714
away_BLK%_p14,0.0007821727478805959
away_STL%_p12,0.0007820351918815403
home_TRB_per_game_p7,0.0007810605734939755
home_3PAr_p8,0.0007810006466603408
home_TS%_p14,0.000780988333503166
home_BLK%_p10,0.0007807935769078298
home_USG%_p9,0.0007806172439720947
home_TRB%_p14,0.000780586271859203
home_AST%_p10,0.0007800997916950738
home_BPM_p9,0.0007789625141833311
home_BLK%_p5,0.0007783571803217389
away_BLK%_p1,0.0007780410604241895
home_FG_pct_p14,0.0007779269935450996
home_TOV%_p15,0.0007776329135142114
home_USG%_p8,0.0007775281625509713
home_BPM_p8,0.0007771802733789091
away_3PAr_p5,0.000776347230409506
home_TRB%_p3,0.0007763149450954937
home_TRB_per_game_p1,0.0007757385876820029
home_BPM_p13,0.000775715980990008
home_VORP_p6,0.0007756550555213803
home_WS/48_p14,0.0007756095865623146
home_PER_p5,0.0007733737134480608
away_3PAr_p7,0.0007732912883367798
home_BPM_p15,0.0007731251022131918
away_BLK%_p13,0.0007729084987280932
away_OWS_p8,0.0007717273657437093
home_PTS_per_game_p13,0.0007712365512103953
home_TS%_p4,0.0007698065231528405
home_AST_per_game_p3,0.0007698050294872309
home_FG_pct_p5,0.0007697691623417141
home_MP_p12,0.0007686825919369664
home_3PAr_p10,0.0007685051323674402
home_OBPM_p15,0.0007679117438997642
home_TOV%_p14,0.000767778149020254
home_AST_per_game_p4,0.000767717782663236
home_USG%_p7,0.0007673888803702863
away_BLK%_p3,0.0007669325162628102
home_OBPM_p9,0.000766666598562582
away_G_p12,0.0007665465070565337
home_GS_p7,0.0007661229101549874
away_TRB_per_game_p5,0.0007660716491674193
away_MP_p15,0.0007659941753115332
home_FG_pct_p6,0.0007652981780024676
away_TRB_per_game_p10,0.0007646726517075568
home_OBPM_p13,0.0007644557879356445
away_PF_per_game_p8,0.0007638586839891028
away_G_p5,0.0007637747240604209
home_DRB%_p13,0.0007635960942085375
away_ORB%_p5,0.0007629905625011839
home_TRB%_p4,0.0007627753950362069
home_TRB_per_game_p4,0.0007627143917900311
home_MP_p9,0.0007622671825032817
home_FG_pct_p10,0.0007621430263787286
away_STL%_p9,0.0007608535911257133
home_TRB%_p7,0.0007606989940991825
away_TRB_per_game_p15,0.0007604818137380801
home_MP_p10,0.000760126382570375
home_USG%_p4,0.0007600466793540115
away_PF_per_game_p4,0.0007593487794566253
home_FTr_p9,0.0007587431314177385
home_3PAr_p1,0.0007586943457300881
away_3P_pct_p8,0.000758426832378576
home_ORB%_p3,0.0007580403976328033
away_STL%_p14,0.0007567609833963007
home_PTS_per_game_p9,0.000755832071745552
home_TOV%_p5,0.0007553304466595373
away_MP_p14,0.0007545950596869331
home_TRB_per_game_p5,0.0007536882003190888
home_TRB_per_game_p14,0.0007535661296560367
home_Rk_p12,0.0007534084049094987
away_3P_pct_p11,0.0007532302272007401
home_Rk_p13,0.0007531456351287936
home_OBPM_p11,0.0007524354334934432
away_G_p14,0.0007519784810221858
home_TOV%_p8,0.0007502578482696863
home_TRB_per_game_p15,0.0007497733616420331
home_DBPM_p12,0.0007496605861539932
home_PER_p7,0.0007494285864756339
away_G_p11,0.000749249136233639
home_STL%_p12,0.0007485682875004337
away_ORB%_p15,0.0007482009187790517
home_WS_p8,0.0007480993917379234
home_DBPM_p10,0.0007477435836991268
home_AST_per_game_p2,0.0007474443274356042
home_G_p14,0.0007470386859545406
home_TRB_per_game_p11,0.0007464819169558175
home_FG_pct_p15,0.000746333361791578
home_ORB%_p13,0.0007463156402839304
home_TRB_per_game_p2,0.0007457975000698043
home_G_p8,0.0007457974318183587
home_STL%_p3,0.0007450833106619486
home_GS_p8,0.0007448354797776361
away_PF_per_game_p6,0.0007442815719152043
away_G_p10,0.0007436686288650551
home_PF_per_game_p13,0.0007436393743245771
away_PF_per_game_p7,0.00074363563222688
home_TRB%_p1,0.0007433371740533033
home_AST_per_game_p8,0.0007432132045948301
away_STL%_p11,0.0007430566027335694
away_GS_p8,0.0007424287118238828
home_BLK%_p1,0.0007422929365574456
home_OWS_p10,0.0007420010268982864
home_Rk_p11,0.0007415801658021317
home_BLK%_p11,0.0007405160772286441
home_FTr_p15,0.0007401149685053895
home_VORP_p4,0.0007393292062397738
home_DBPM_p6,0.0007392474483337585
away_3P_pct_p12,0.000739110171016541
home_TRB_per_game_p8,0.0007390785081555511
home_OBPM_p8,0.0007377249023772328
home_PER_p4,0.0007364060816362454
